current_temperature,device_class,domain,entity_id,friendly_name,humidity,last_changed,last_updated,state,temperature,unit_of_measurement
,,number,number.deyeinverterslave_timezone1_power,DeyeInverterSlave Timezone1 power,,,,8000.0,,W
,,number,number.deyeinverterslave_timezone2_power,DeyeInverterSlave Timezone2 power,,,,8000.0,,W
,,number,number.deyeinverterslave_timezone3_power,DeyeInverterSlave Timezone3 power,,,,8000.0,,W
,,number,number.deyeinverterslave_timezone4_power,DeyeInverterSlave Timezone4 power,,,,8000.0,,W
,,number,number.deyeinverterslave_timezone5_power,DeyeInverterSlave Timezone5 power,,,,8000.0,,W
,,number,number.deyeinverterslave_timezone6_power,DeyeInverterSlave Timezone6 power,,,,8000.0,,W
,,number,number.deyeinverterslave_timezone1_voltage,DeyeInverterSlave Timezone1 Voltage,,,,49.0,,V
,,number,number.deyeinverterslave_timezone2_voltage,DeyeInverterSlave Timezone2 Voltage,,,,49.0,,V
,,number,number.deyeinverterslave_timezone3_voltage,DeyeInverterSlave Timezone3 Voltage,,,,49.0,,V
,,number,number.deyeinverterslave_timezone4_voltage,DeyeInverterSlave Timezone4 Voltage,,,,49.0,,V
,,number,number.deyeinverterslave_timezone5_voltage,DeyeInverterSlave Timezone5 Voltage,,,,49.0,,V
,,number,number.deyeinverterslave_timezone6_voltage,DeyeInverterSlave Timezone6 Voltage,,,,49.0,,V
,,number,number.deyeinverterslave_timezone1_time,DeyeInverterSlave Timezone1 Time,,,,100.0,,
,,number,number.deyeinverterslave_timezone2_time,DeyeInverterSlave Timezone2 Time,,,,500.0,,
,,number,number.deyeinverterslave_timezone3_time,DeyeInverterSlave Timezone3 Time,,,,900.0,,
,,number,number.deyeinverterslave_timezone4_time,DeyeInverterSlave Timezone4 time,,,,1300.0,,
,,number,number.deyeinverterslave_timezone5_time,DeyeInverterSlave Timezone5 time,,,,1700.0,,
,,number,number.deyeinverterslave_timezone6_time,DeyeInverterSlave Timezone6 time,,,,2100.0,,
,current,number,number.deyeinverterslave_battery_max_charge,DeyeInverterSlave Battery Max Charge,,,,90.0,,A
,current,number,number.deyeinverterslave_battery_max_discharge,DeyeInverterSlave Battery Max Discharge,,,,110.0,,A
,battery,number,number.deyeinverterslave_battery_shutdown,DeyeInverterSlave Battery Shutdown,,,,20.0,,%
,battery,number,number.deyeinverterslave_battery_low_warning,DeyeInverterSlave Battery Low warning,,,,25.0,,%
,battery,number,number.deyeinverterslave_battery_restart,DeyeInverterSlave Battery Restart,,,,30.0,,%
,current,number,number.deyeinverterslave_grid_charge_current,DeyeInverterSlave Grid Charge Current,,,,40.0,,A
,current,number,number.deyeinverterslave_generator_charge_current,DeyeInverterSlave Generator Charge Current,,,,40.0,,A
,power,number,number.deyeinverterslave_export_limit,DeyeInverterSlave Export Limit,,,,8000.0,,W
,,number,number.deyeinverterslave_generator_peak_shaving_power,DeyeInverterSlave Generator Peak shaving power,,,,8000.0,,W
,,number,number.deyeinverterslave_grid_peak_shaving_power,DeyeInverterSlave Grid Peak shaving power,,,,8000.0,,W
,,number,number.deyeinverterslave_battery_equalization_voltage,DeyeInverterSlave Battery Equalization Voltage,,,,55.2,,V
,,number,number.deyeinverterslave_battery_absorption_voltage,DeyeInverterSlave Battery Absorption Voltage,,,,55.2,,V
,,number,number.deyeinverterslave_battery_float_voltage,DeyeInverterSlave Battery Float Voltage,,,,53.6,,V
,,number,number.deyeinverterslave_battery_capacity_ah,DeyeInverterSlave Battery Capacity Ah,,,,400.0,,Ah
,,number,number.deyeinverterslave_zero_export_grid_feed,DeyeInverterSlave Zero export Grid Feed,,,,20.0,,W
,battery,number,number.deyeinverterslave_smart_load_on,DeyeInverterSlave Smart Load On,,,,100.0,,%
,battery,number,number.deyeinverterslave_smart_load_off,DeyeInverterSlave Smart Load Off,,,,95.0,,%
,battery,number,number.deyeinverterslave_generator_start_charge,DeyeInverterSlave Generator Start Charge,,,,10.0,,%
,,number,number.deyeinverterslave_smart_load_power,DeyeInverterSlave Smart Load Power,,,,0.0,,W
,,number,number.deyeinverterslave_generator_run_time,DeyeInverterSlave Generator Run Time,,,,24.0,,H
,,number,number.deyeinverterslave_generator_down_time,DeyeInverterSlave Generator Down Time,,,,0.0,,H
,restart,button,button.ip_camera_reboot,IP-Camera Reboot,,,,unknown,,
,,button,button.ip_camera_set_system_date_and_time,IP-Camera Set System Date and Time,,,,unknown,,
,motion,binary_sensor,binary_sensor.ip_camera_motion_region_detection,IP-Camera Motion Region Detection,,,,on,,
,problem,binary_sensor,binary_sensor.ip_camera_image_too_blurry,IP-Camera Image Too Blurry,,,,on,,
,problem,binary_sensor,binary_sensor.ip_camera_image_too_dark,IP-Camera Image Too Dark,,,,on,,
,,switch,switch.ip_camera_autofocus,IP-Camera Autofocus,,,,unknown,,
,,switch,switch.ip_camera_ir_lamp,IP-Camera IR lamp,,,,unknown,,
,,switch,switch.ip_camera_wiper,IP-Camera Wiper,,,,unknown,,
,,todo,todo.home_assistant_actions,Home Assistant Actions,,,,0,,
,,automation,automation.inverterconfig_update_times,InverterConfig Update Times,,,,on,,
,,automation,automation.server_sync_clock,Server Sync Clock,,,,on,,
,,automation,automation.network_auto_scan,Network Auto Scan,,,,on,,
,,automation,automation.network_device_change_alert,Network Device Change Alert,,,,on,,
,,automation,automation.prepaid_meter_recharge,Prepaid meter recharge,,,,on,,
,,automation,automation.solar_power_turn_on_sonoff_device_priority_1,Solar Power - Turn ON SONOFF Device (Priority 1),,,,on,,
,,automation,automation.solar_power_turn_off_sonoff_device_when_solar_low,Solar Power - Turn OFF SONOFF Device When Solar Low,,,,on,,
,,automation,automation.solar_power_morning_check_at_07_15,Solar Power - Morning Check at 07:15,,,,on,,
,,automation,automation.solar_power_safety_turn_off_at_17_00,Solar Power - Safety Turn OFF at 17:00,,,,on,,
,,automation,automation.solar_power_manual_override_alert,Solar Power - Manual Override Alert,,,,on,,
,,automation,automation.system_health_high_cpu_usage_alert,System Health: High CPU Usage Alert,,,,on,,
,,automation,automation.system_health_critical_cpu_usage_alert,System Health: Critical CPU Usage Alert,,,,on,,
,,automation,automation.system_health_high_memory_usage_alert,System Health: High Memory Usage Alert,,,,on,,
,,automation,automation.system_health_daily_status_report,System Health: Daily Status Report,,,,on,,
,,automation,automation.system_health_high_disk_usage_alert,System Health: High Disk Usage Alert,,,,on,,
,,automation,automation.system_health_critical_disk_usage_alert,System Health: Critical Disk Usage Alert,,,,on,,
,,automation,automation.telegram_debug_automation_to_see_chatids,Telegram debug automation to see chatIDs,,,,on,,
,,automation,automation.telegram_loadshedding_annoucement,Telegram Loadshedding annoucement,,,,on,,
,,automation,automation.telegram_battery_below_20,Telegram Battery below 20%,,,,on,,
,,camera,camera.ip_camera_profile_000,IP-Camera PROFILE_000,,,,idle,,
,,calendar,calendar.inbox,Inbox,,,,on,,
,,calendar,calendar.johan,Johan,,,,on,,
,,calendar,calendar.linandi,Linandi,,,,off,,
,,calendar,calendar.charlize,Charlize,,,,off,,
,,calendar,calendar.enrico,Enrico,,,,off,,
49.0,,climate,climate.geyserwise_max1,Geyserwise Max1,,,,off,,
,,select,select.top_floor_power_on_behavior,Top Floor Power on behavior,,,,last,,
,,select,select.laundry_power_on_behavior,Laundry Power on behavior,,,,last,,
,,select,select.printers_router_power_on_behavior,Printers & Router Power on behavior,,,,last,,
,,select,select.printers_router_indicator_light_mode,Printers & Router Indicator light mode,,,,relay,,
,,select,select.smart_plug_3_power_on_behavior,Main PC Setup Power on behavior,,,,last,,
,,select,select.smart_plug_3_indicator_light_mode,Main PC Setup Indicator light mode,,,,relay,,
,energy,sensor,sensor.boorgat_total_energy,Boorgat Total energy,,,,0.097,,kWh
,energy,sensor,sensor.top_floor_total_energy,Top Floor Total energy,,,,0.003,,kWh
,energy,sensor,sensor.laundry_total_energy,Laundry Total energy,,,,0.022,,kWh
,energy,sensor,sensor.main_eskom_switch_total_energy,Main Eskom Switch Total energy,,,,0.2,,kWh
,,sensor,sensor.db_switch_pool_outbuilding_total_energy,DB switch pool & Outbuilding Total energy,,,,0.061,,
,,sensor,sensor.plugs_kas_total_energy,Plugs Kas Total energy,,,,0.001,,
,,sensor,sensor.plugs_1_total_energy,Plugs 1 Total energy,,,,0.088,,
,,sensor,sensor.plugs_2_total_energy,Plugs 2 Total energy,,,,0.003,,
,,sensor,sensor.plugs_3_total_energy,Plugs 3 Total energy,,,,0.073,,
,temperature,sensor,sensor.top_floor_temperature_humidity_sensor_temperature,Top Floor Temperature & Humidity Sensor Temperature,,,,unavailable,,°C
,humidity,sensor,sensor.top_floor_temperature_humidity_sensor_humidity,Top Floor Temperature & Humidity Sensor Humidity,,,,unavailable,,%
,battery,sensor,sensor.top_floor_temperature_humidity_sensor_battery,Top Floor Temperature & Humidity Sensor Battery,,,,unavailable,,%
,temperature,sensor,sensor.tv_room_temperature_humidity_sensor_temperature,TV Room Temperature & Humidity Sensor Temperature,,,,unavailable,,°C
,humidity,sensor,sensor.tv_room_temperature_humidity_sensor_humidity,TV Room Temperature & Humidity Sensor Humidity,,,,unavailable,,%
,battery,sensor,sensor.tv_room_temperature_humidity_sensor_battery,TV Room Temperature & Humidity Sensor Battery,,,,unavailable,,%
,temperature,sensor,sensor.study_smart_ir_with_t_h_sensor_temperature,Study Smart IR with T&H Sensor Temperature,,,,unavailable,,°C
,humidity,sensor,sensor.study_smart_ir_with_t_h_sensor_humidity,Study Smart IR with T&H Sensor Humidity,,,,unavailable,,%
,energy,sensor,sensor.no_2_smart_meter_with_ct_2_total_energy,No 2 smart meter with CT-2 Total energy,,,,unavailable,,kWh
,energy,sensor,sensor.no_1_smart_meter_with_ct_2_total_energy,No 1 smart meter with CT-2 Total energy,,,,unavailable,,kWh
,,sensor,sensor.geyser_indoor_total_energy,Geyser Indoor Total energy,,,,0.003,,
,,sensor,sensor.plugs_kas_total_energy_2,Plugs Kas Total energy,,,,0.023,,
,,sensor,sensor.geyser_external_total_energy,Geyser External Total energy,,,,0.001,,
,,sensor,sensor.woonstel_total_energy,Woonstel Total energy,,,,0.1,,
,temperature,sensor,sensor.kitchen_temperature_humidity_temperature,Kitchen Temperature & Humidity Temperature,,,,unavailable,,°C
,humidity,sensor,sensor.kitchen_temperature_humidity_humidity,Kitchen Temperature & Humidity Humidity,,,,unavailable,,%
,battery,sensor,sensor.kitchen_temperature_humidity_battery,Kitchen Temperature & Humidity Battery,,,,unavailable,,%
,,sensor,sensor.printers_router_total_energy,Printers & Router Total energy,,,,0.014,,
,,sensor,sensor.smart_plug_3_total_energy,Main PC Setup Total energy,,,,0.021,,
,outlet,switch,switch.boorgat_switch_1,Boorgat Switch 1,,,,off,,
,outlet,switch,switch.top_floor_switch_1,Top Floor Switch 1,,,,off,,
,outlet,switch,switch.laundry_switch_1,Laundry Switch 1,,,,on,,
,,switch,switch.main_eskom_switch_switch,Main Eskom Switch Switch,,,,on,,
,,switch,switch.db_switch_pool_outbuilding_child_lock,DB switch pool & Outbuilding Child lock,,,,off,,
,,switch,switch.db_switch_pool_outbuilding_switch,DB switch pool & Outbuilding Switch,,,,on,,
,,switch,switch.plugs_kas_child_lock,Plugs Kas Child lock,,,,off,,
,,switch,switch.plugs_kas_switch,Plugs Kas Switch,,,,on,,
,,switch,switch.plugs_1_child_lock,Plugs 1 Child lock,,,,off,,
,,switch,switch.plugs_1_switch,Plugs 1 Switch,,,,on,,
,,switch,switch.plugs_2_child_lock,Plugs 2 Child lock,,,,off,,
,,switch,switch.plugs_2_switch,Plugs 2 Switch,,,,on,,
,,switch,switch.plugs_3_child_lock,Plugs 3 Child lock,,,,off,,
,,switch,switch.plugs_3_switch,Plugs 3 Switch,,,,on,,
,,switch,switch.16_zone_smart_sprinkler_controller_switch_1,16 Zone Smart Sprinkler Controller Switch 1,,,,off,,
,,switch,switch.16_zone_smart_sprinkler_controller_switch_2,16 Zone Smart Sprinkler Controller Switch 2,,,,off,,
,,switch,switch.16_zone_smart_sprinkler_controller_switch_3,16 Zone Smart Sprinkler Controller Switch 3,,,,off,,
,,switch,switch.16_zone_smart_sprinkler_controller_switch_4,16 Zone Smart Sprinkler Controller Switch 4,,,,off,,
,,switch,switch.16_zone_smart_sprinkler_controller_switch_5,16 Zone Smart Sprinkler Controller Switch 5,,,,off,,
,,switch,switch.16_zone_smart_sprinkler_controller_switch_6,16 Zone Smart Sprinkler Controller Switch 6,,,,off,,
,,switch,switch.16_zone_smart_sprinkler_controller_switch_7,16 Zone Smart Sprinkler Controller Switch 7,,,,off,,
,,switch,switch.16_zone_smart_sprinkler_controller_switch_8,16 Zone Smart Sprinkler Controller Switch 8,,,,off,,
,outlet,switch,switch.no_2_smart_meter_with_ct_2_socket_1,No 2 smart meter with CT-2 Socket 1,,,,unavailable,,
,outlet,switch,switch.no_2_smart_meter_with_ct_2_socket_2,No 2 smart meter with CT-2 Socket 2,,,,unavailable,,
,outlet,switch,switch.no_1_smart_meter_with_ct_2_socket_1,No 1 smart meter with CT-2 Socket 1,,,,unavailable,,
,outlet,switch,switch.no_1_smart_meter_with_ct_2_socket_2,No 1 smart meter with CT-2 Socket 2,,,,unavailable,,
,,switch,switch.geyser_indoor_child_lock,Geyser Indoor Child lock,,,,off,,
,,switch,switch.geyser_indoor_switch,Geyser Indoor Switch,,,,on,,
,,switch,switch.plugs_kas_child_lock_2,Plugs Kas Child lock,,,,off,,
,,switch,switch.plugs_kas_switch_2,Plugs Kas Switch,,,,on,,
,,switch,switch.geyser_external_child_lock,Geyser External Child lock,,,,off,,
,,switch,switch.geyser_external_switch,Geyser External Switch,,,,off,,
,,switch,switch.woonstel_child_lock,Woonstel Child lock,,,,off,,
,,switch,switch.woonstel_switch,Woonstel Switch,,,,on,,
,,switch,switch.printers_router_child_lock,Printers & Router Child lock,,,,off,,
,outlet,switch,switch.printers_router_socket_1,Printers & Router Socket 1,,,,on,,
,,switch,switch.smart_plug_3_child_lock,Main PC Setup Child lock,,,,off,,
,outlet,switch,switch.smart_plug_3_socket_1,Main PC Setup Socket 1,,,,off,,
,data_size,sensor,sensor.onedrive_used_storage,OneDrive Used storage,,,,690.900000000373,,GiB
,data_size,sensor,sensor.onedrive_remaining_storage,OneDrive Remaining storage,,,,348.099999999627,,GiB
,enum,sensor,sensor.onedrive_drive_state,OneDrive Drive state,,,,normal,,
,,todo,todo.inbox,Inbox,,,,7,,
,,todo,todo.johan,Johan,,,,14,,
,,todo,todo.linandi,Linandi,,,,0,,
,,todo,todo.charlize,Charlize,,,,0,,
,,todo,todo.enrico,Enrico,,,,0,,
,,sensor,sensor.ai_automation_suggestions_google,AI Automation Suggestions (Google),,,,New Suggestions Available,,
,door,binary_sensor,binary_sensor.window_door_sensor_door,Window/Door Sensor Door,,,,unavailable,,
,motion,binary_sensor,binary_sensor.motion_sensor_motion,Motion Sensor Motion,,,,unavailable,,
,door,binary_sensor,binary_sensor.window_door_sensor_door_2,Window/Door Sensor Door,,,,unavailable,,
,door,binary_sensor,binary_sensor.dw2_wi_fi_door,DW2-Wi-Fi Door,,,,off,,
,door,binary_sensor,binary_sensor.dw2_wi_fi_door_2,DW2-Wi-Fi Door,,,,off,,
,presence,binary_sensor,binary_sensor.johan_s_s21_presence,Johan's S21+ Presence,,,,on,,
,motion,binary_sensor,binary_sensor.motion_sensor_motion_2,Motion Sensor Motion,,,,unavailable,,
,,binary_sensor,binary_sensor.washer_child_lock,Washer Child lock,,,,off,,
,,binary_sensor,binary_sensor.washer_remote_control,Washer Remote control,,,,off,,
,power,binary_sensor,binary_sensor.washer_power,Washer Power,,,,off,,
,door,binary_sensor,binary_sensor.dw2_wi_fi_door_3,DW2-Wi-Fi Door,,,,unavailable,,
,door,binary_sensor,binary_sensor.dw2_wi_fi_l_door,DW2-Wi-Fi-L Door,,,,off,,
,door,binary_sensor,binary_sensor.dw2_wi_fi_l_door_2,DW2-Wi-Fi-L Door,,,,unavailable,,
,moisture,binary_sensor,binary_sensor.snzb_05p_moisture,SNZB-05P Moisture,,,,unavailable,,
,tv,media_player,media_player.samsung_7_series_65,Samsung 7 Series (65),,,,unavailable,,
,,number,number.washer_rinse_cycles,Washer Rinse cycles,,,,2,,cycles
,,select,select.washer,Washer,,,,stop,,
,,select,select.washer_detergent_dispense_amount,Washer Detergent dispense amount,,,,none,,
,,select,select.washer_spin_level,Washer Spin level,,,,400,,
,battery,sensor,sensor.motion_sensor_battery,Motion Sensor Battery,,,,unavailable,,%
,battery,sensor,sensor.temperature_humidity_sensor_battery,Temperature/Humidity Sensor Battery,,,,unavailable,,%
,humidity,sensor,sensor.temperature_humidity_sensor_humidity,Temperature/Humidity Sensor Humidity,,,,unavailable,,%
,temperature,sensor,sensor.temperature_humidity_sensor_temperature,Temperature/Humidity Sensor Temperature,,,,unavailable,,°C
,,sensor,sensor.samsung_7_series_65_tv_channel,Samsung 7 Series (65) TV channel,,,,unavailable,,
,,sensor,sensor.samsung_7_series_65_tv_channel_name,Samsung 7 Series (65) TV channel name,,,,unavailable,,
,battery,sensor,sensor.temperature_humidity_sensor_battery_2,Temperature/Humidity Sensor Battery,,,,69,,%
,humidity,sensor,sensor.temperature_humidity_sensor_humidity_2,Temperature/Humidity Sensor Humidity,,,,66.4,,%
,temperature,sensor,sensor.temperature_humidity_sensor_temperature_2,Temperature/Humidity Sensor Temperature,,,,20.7,,°C
,battery,sensor,sensor.motion_sensor_battery_2,Motion Sensor Battery,,,,unavailable,,%
,energy,sensor,sensor.washer_energy,Washer Energy,,,,17.2,,kWh
,power,sensor,sensor.washer_power,Washer Power,,,,0,,W
,energy,sensor,sensor.washer_energy_difference,Washer Energy difference,,,,0.0,,kWh
,energy,sensor,sensor.washer_power_energy,Washer Power energy,,,,0.0,,kWh
,energy,sensor,sensor.washer_energy_saved,Washer Energy saved,,,,0.0,,kWh
,enum,sensor,sensor.washer_machine_state,Washer Machine state,,,,stop,,
,enum,sensor,sensor.washer_job_state,Washer Job state,,,,none,,
,timestamp,sensor,sensor.washer_completion_time,Washer Completion time,,,,2025-11-06T13:43:16+00:00,,
,water,sensor,sensor.washer_water_consumption,Washer Water consumption,,,,2659.8,,L
,battery,sensor,sensor.snzb_05p_battery,SNZB-05P Battery,,,,unavailable,,%
,,switch,switch.washer_bubble_soak,Washer Bubble Soak,,,,off,,
,,switch,switch.tx3ctong_dao_3,TX3C通道3,,,,off,,
,,switch,switch.tx2ctong_dao_1,TX2C通道1,,,,off,,
,,switch,switch.device2a5897,Device2a5897,,,,off,,
,,switch,switch.if_centurion_weather_rainy_send_notificationmessage_center,"If Centurion Weather:Rainy,Send NotificationMessage Center",,,,on,,
,,switch,switch.routers,Routers,,,,on,,
,,switch,switch.pool_pump,Pool Pump,,,,off,,
,,switch,switch.nspanel_outlet2,NSPanel Outlet2,,,,off,,
,,switch,switch.pool_lights,Pool Lights,,,,off,,
,,switch,switch.tx2c,TX2C,,,,off,,
,,switch,switch.backyard_lights,Backyard lights,,,,off,,
,,switch,switch.freezer_braai_area_left,Freezer Braai Area Left,,,,unavailable,,
,,switch,switch.freezer_braai_area_regs,Freezer Braai Area Regs,,,,on,,
,,switch,switch.backyard_lightstong_dao_2,Backyard lights通道2,,,,off,,
,,switch,switch.tx3ctong_dao_1,TX3C通道1,,,,off,,
,,switch,switch.device3b8a5d,Device3b8a5d,,,,off,,
,,switch,switch.nspanel_outlet1,NSPanel Outlet1,,,,off,,
,,switch,switch.tx3c,TX3C,,,,on,,
,,switch,switch.mini,MINI,,,,on,,
,,switch,switch.tx3ctong_dao_2,TX3C通道2,,,,on,,
,,switch,switch.ice_maker,Ice Maker,,,,on,,
,,switch,switch.powr2,POWR2,,,,on,,
,,switch,switch.device40424b,Device40424b,,,,off,,
,,switch,switch.devicee17c4d,Devicee17c4d,,,,unavailable,,
,,switch,switch.nspanel,NSPanel,,,,off,,
,,switch,switch.device404240,Device404240,,,,off,,
,,switch,switch.backyard_lightstong_dao_1,Backyard lights通道1,,,,off,,
,,switch,switch.device3b8a40,Device3b8a40,,,,off,,
,,switch,switch.basicr2,BASICR2,,,,off,,
,,switch,switch.tx2ctong_dao_2,TX2C通道2,,,,off,,
,,switch,switch.devicee75f9e,Devicee75f9e,,,,unavailable,,
,,sensor,sensor.network_scanner,Network Scanner,,,,55,,Devices
,,media_player,media_player.km9pro,KM9PRO,,,,unavailable,,
,,device_tracker,device_tracker.dsldevice,dsldevice,,,,home,,
,,device_tracker,device_tracker.d_link_international_18_cb_12,D-Link International 18:CB:12,,,,home,,
,,device_tracker,device_tracker.tp_link_technologies_a5_80_20,TP-Link Technologies A5:80:20,,,,home,,
,,device_tracker,device_tracker.espressif_b6_3b_45,Espressif B6:3B:45,,,,home,,
,,device_tracker,device_tracker.altobeam_69_a1_45,AltoBeam 69:A1:45,,,,home,,
,,device_tracker,device_tracker.espressif_a7_18_f8,Espressif A7:18:F8,,,,not_home,,
,,device_tracker,device_tracker.espressif_7a_5f_fb,Espressif 7A:5F:FB,,,,not_home,,
,,device_tracker,device_tracker.espressif_a7_18_f6,Espressif A7:18:F6,,,,home,,
,,device_tracker,device_tracker.espressif_58_62_dc,Espressif 58:62:DC,,,,home,,
,,device_tracker,device_tracker.espressif_9d_c2_27,Espressif 9D:C2:27,,,,home,,
,,device_tracker,device_tracker.espressif_98_b7_35,Espressif 98:B7:35,,,,home,,
,,device_tracker,device_tracker.espressif_10_f8_72,Espressif 10:F8:72,,,,home,,
,,device_tracker,device_tracker.espressif_50_86_9a,Espressif 50:86:9A,,,,home,,
,,device_tracker,device_tracker.espressif_68_03_30,Espressif 68:03:30,,,,home,,
,,device_tracker,device_tracker.espressif_67_4c_29,Espressif 67:4C:29,,,,home,,
,,device_tracker,device_tracker.espressif_6b_d3_3c,Espressif 6B:D3:3C,,,,not_home,,
,,device_tracker,device_tracker.espressif_41_e2_98,Espressif 41:E2:98,,,,home,,
,,device_tracker,device_tracker.espressif_67_e6_72,Espressif 67:E6:72,,,,home,,
,,device_tracker,device_tracker.espressif_e6_be_bd,Espressif E6:BE:BD,,,,home,,
,,device_tracker,device_tracker.espressif_7d_16_d4,Espressif 7D:16:D4,,,,home,,
,,device_tracker,device_tracker.espressif_b1_d6_44,Espressif B1:D6:44,,,,not_home,,
,,button,button.back_door_sensor_battery_replaced,Back Door Sensor Battery replaced,,,,unknown,,
,,sensor,sensor.back_door_sensor_battery_type,Back Door Sensor Battery type,,,,3× AAA,,
,timestamp,sensor,sensor.back_door_sensor_battery_last_replaced,Back Door Sensor Battery last replaced,,,,2025-11-03T17:56:33+00:00,,
,battery,sensor,sensor.back_door_sensor_battery_plus,Back Door Sensor Battery+,,,,37.0,,%
,battery,binary_sensor,binary_sensor.back_door_sensor_battery_plus_low,Back Door Sensor Battery low,,,,off,,
,,sensor,sensor.geocaching_johanba_total_finds,Geocaching johanba Total finds,,,,4,,caches
,,sensor,sensor.geocaching_johanba_total_hides,Geocaching johanba Total hides,,,,1,,caches
,,sensor,sensor.geocaching_johanba_favorite_points,Geocaching johanba Favorite points,,,,0,,points
,,sensor,sensor.geocaching_johanba_total_souvenirs,Geocaching johanba Total souvenirs,,,,1,,souvenirs
,,sensor,sensor.geocaching_johanba_awarded_favorite_points,Geocaching johanba Awarded favorite points,,,,0,,points
,,sensor,sensor.jbarkhuizen_homeassistant_config_v5_discussions,jbarkhuizen/homeassistant-config-V5 Discussions,,,,0,,discussions
,,sensor,sensor.jbarkhuizen_smarthome_discussions,jbarkhuizen/SmartHome Discussions,,,,0,,discussions
,,sensor,sensor.jbarkhuizen_homeassistant_config_v5_stars,jbarkhuizen/homeassistant-config-V5 Stars,,,,0,,stars
,,sensor,sensor.jbarkhuizen_smarthome_stars,jbarkhuizen/SmartHome Stars,,,,0,,stars
,,sensor,sensor.jbarkhuizen_homeassistant_config_v5_watchers,jbarkhuizen/homeassistant-config-V5 Watchers,,,,0,,watchers
,,sensor,sensor.jbarkhuizen_smarthome_watchers,jbarkhuizen/SmartHome Watchers,,,,0,,watchers
,,sensor,sensor.jbarkhuizen_homeassistant_config_v5_forks,jbarkhuizen/homeassistant-config-V5 Forks,,,,0,,forks
,,sensor,sensor.jbarkhuizen_smarthome_forks,jbarkhuizen/SmartHome Forks,,,,0,,forks
,,sensor,sensor.jbarkhuizen_homeassistant_config_v5_issues,jbarkhuizen/homeassistant-config-V5 Issues,,,,0,,issues
,,sensor,sensor.jbarkhuizen_smarthome_issues,jbarkhuizen/SmartHome Issues,,,,0,,issues
,,sensor,sensor.jbarkhuizen_homeassistant_config_v5_pull_requests,jbarkhuizen/homeassistant-config-V5 Pull requests,,,,0,,pull requests
,,sensor,sensor.jbarkhuizen_smarthome_pull_requests,jbarkhuizen/SmartHome Pull requests,,,,0,,pull requests
,,sensor,sensor.jbarkhuizen_homeassistant_config_v5_latest_commit,jbarkhuizen/homeassistant-config-V5 Latest commit,,,,Initial commit of Home Assistant configuration (v5) with CI,,
,,sensor,sensor.jbarkhuizen_smarthome_latest_commit,jbarkhuizen/SmartHome Latest commit,,,,Update smartdeyedongle_automations.yaml,,
,,sensor,sensor.jbarkhuizen_homeassistant_config_v5_latest_discussion,jbarkhuizen/homeassistant-config-V5 Latest discussion,,,,unavailable,,
,,sensor,sensor.jbarkhuizen_smarthome_latest_discussion,jbarkhuizen/SmartHome Latest discussion,,,,unavailable,,
,,sensor,sensor.jbarkhuizen_homeassistant_config_v5_latest_release,jbarkhuizen/homeassistant-config-V5 Latest release,,,,unavailable,,
,,sensor,sensor.jbarkhuizen_smarthome_latest_release,jbarkhuizen/SmartHome Latest release,,,,unavailable,,
,,sensor,sensor.jbarkhuizen_homeassistant_config_v5_latest_issue,jbarkhuizen/homeassistant-config-V5 Latest issue,,,,unavailable,,
,,sensor,sensor.jbarkhuizen_smarthome_latest_issue,jbarkhuizen/SmartHome Latest issue,,,,unavailable,,
,,sensor,sensor.jbarkhuizen_homeassistant_config_v5_latest_pull_request,jbarkhuizen/homeassistant-config-V5 Latest pull request,,,,unavailable,,
,,sensor,sensor.jbarkhuizen_smarthome_latest_pull_request,jbarkhuizen/SmartHome Latest pull request,,,,unavailable,,
,,sensor,sensor.jbarkhuizen_homeassistant_config_v5_latest_tag,jbarkhuizen/homeassistant-config-V5 Latest tag,,,,unavailable,,
,,sensor,sensor.jbarkhuizen_smarthome_latest_tag,jbarkhuizen/SmartHome Latest tag,,,,V2.3,,
,,device_tracker,device_tracker.espressif_21_6c_95,Espressif 21:6C:95,,,,not_home,,
